code,name,category,source,field,detected_in_text,param_value,issue_type,severity,description
S9714330,"Plynový sporák s elektrickou rúrou, 1200x700, 25,5+6,5 kW, G30/37 mbar | STALGAST 9714330",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),25.5 kW (25500 W),6500,TEXT_PARAM_MISMATCH,WARNING,Text states 25.5 kW (25500 W) but filter has 6500 W
S9717130,"Plynový sporák s elektrickou rúrou, konvekcia, 1200x700, 32,5+7,0 kW, G30/37 mbar | STALGAST 9717130",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),32.5 kW (32500 W),7000,TEXT_PARAM_MISMATCH,WARNING,Text states 32.5 kW (32500 W) but filter has 7000 W
S9717230,"Plynový sporák s elektrickou rúrou, konvekcia, 1200x700, 36,5+7,0 kW, G30/37 mbar | STALGAST 9717230",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),36.5 kW (36500 W),7000,TEXT_PARAM_MISMATCH,WARNING,Text states 36.5 kW (36500 W) but filter has 7000 W
S9718230,"Plynový sporák s elektrickou rúrou, statický, 1200x700, 36,5+7,0 kW, G30/37 mbar | STALGAST 9718230",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),36.5 kW (36500 W),7000,TEXT_PARAM_MISMATCH,WARNING,Text states 36.5 kW (36500 W) but filter has 7000 W
S9716210,"Plynový sporák s elektrickou rúrou, statický, 800x700, 22,5+7,0 kW, G20/20 mbar | STALGAST 9716210",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),22.5 kW (22500 W),7000,TEXT_PARAM_MISMATCH,WARNING,Text states 22.5 kW (22500 W) but filter has 7000 W
S9716330,"Plynový sporák s elektrickou rúrou, statický, 800x700, 24,0+7,0 kW, G30/37 mbar | STALGAST 9716330",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),24.0 kW (24000 W),7000,TEXT_PARAM_MISMATCH,WARNING,Text states 24.0 kW (24000 W) but filter has 7000 W
S9710230,"Plynový sporák s plynovou rúrou, 800x700, 22,5+5,0 kW, G30/37 mbar | STALGAST 9710230",Gastro Prevádzky a Profesionáli > Varná technika > Varné linky a sporáky,gastromarket_stalgast,Príkon (W),22.5 kW (22500 W),27500,TEXT_PARAM_MISMATCH,WARNING,Text states 22.5 kW (22500 W) but filter has 27500 W
S786961,"Samostatne stojaci rozvaľkávač cesta, 1020x3050x1290 mm, P 0,75 kW, U 230-400/3 V | STALGAST 786961",Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Tvarovače a lisy na cesto,gastromarket_stalgast,Napätie (V),400,230,TEXT_PARAM_MISMATCH,INFO,Text mentions 400 V but filter has 230 V
S746070,"Stolová fritéza | dvojitá | objem 2x 3 l | 2x 2,2 kW | GREDIL | STALGAST 746070",Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,gastromarket_stalgast,Príkon (W),2.2 kW (2200 W),4400,TEXT_PARAM_MISMATCH,WARNING,Text states 2.2 kW (2200 W) but filter has 4400 W
S057301,Termoizolačná nádoba na pizza-kartóný,Gastro Prevádzky a Profesionáli > Transport a logistika > Thermoboxy a termoporty,gastromarket_stalgast,Rozmery (ŠxHxV),41x41x33,410x410x330,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 41x41x33 diverge from filter 410x410x330
S980756100,Umývací stôl krytovaný s drezom VLAVO a posuvnými dvierkami | nerez AISI 445 | drez 400×400×250 mm | 1000×600×850 mm | 980756100,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1000x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1000x600x850
S980756080,Umývací stôl krytovaný s drezom a s posuvnými dvierkami  800x600x850mm umývadlo vľavo,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 800x600x850
S980886110,Umývací stôl krytovaný s dvojdrezomVĽAVO  a s krídlovými dvierkami  1100x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1100x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1100x600x850
S980917150,Umývací stôl krytovaný s dvojdrezom vľavo a s posuvnými dvierkami  1500x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1500x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1500x700x850
S980846170,Umývací stôl s dvojdrezom VLAVO  a s policou  1700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1700x600x850
S980846160,Umývací stôl s dvojdrezom VĽAVO a s policou  1600x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1600x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1600x600x850
S980846130,Umývací stôl s dvojdrezom vľavo a s policou  1300x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1300x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1300x600x850
S980666100,Umývací stôl s jedným drezom a bez police  1000x600x850mm drez vlavo,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1000x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1000x600x850
S980667100,Umývací stôl s jedným drezom a bez police  1000x700x850mm - drez vľavo ),Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1000x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1000x700x850
S980706080,Umývací stôl s jedným drezom a s policou 800x600x850mm - drez VĽAVO,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,800x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 800x600x850
S982367170,Umývací stôl s jedným drezom a zásuvkami 1700x700x850 mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1700x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1700x700x850
S980666070,Umývací stôl s jedným drezom vľavo a bez police  700x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,700x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 700x600x850
S980706120,Umývací stôl s jedným drezom vľavo a s policou  1200x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1200x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1200x600x850
S980707130,Umývací stôl s jedným drezom vľavo a s policou  1300x700x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),500x500x250,1300x700x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 500x500x250 diverge from filter 1300x700x850
S980706160,Umývací stôl s jedným drezom vľavo a s policou  1600x600x850mm,Gastro Prevádzky a Profesionáli > Nerezový nábytok > Umývacie stoly a drezy,gastromarket_stalgast,Rozmery (ŠxHxV),400x400x250,1600x600x850,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 400x400x250 diverge from filter 1600x600x850
S801502,"Umývačka riadu s parným dnom, univerzálna, dávkovač čistiaceho prostriedku, P 3,4/4,9 kW, U 230/400 V | STALGAST 801502",Gastro Prevádzky a Profesionáli > Umývacia technika > Umývačky riadu > Univerzálne umývačky,gastromarket_stalgast,Príkon (W),3.4 kW (3400 W),4900,TEXT_PARAM_MISMATCH,WARNING,Text states 3.4 kW (3400 W) but filter has 4900 W
S691935,Zatavovací stroj na obaly EKO,Gastro Prevádzky a Profesionáli > Skladovanie a balenie > Baliace stroje,gastromarket_stalgast,Rozmery (ŠxHxV),227x178x100,250x565x220,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 227x178x100 diverge from filter 250x565x220
ROLLER GRILL_PZ430S,Pec na pizzu PZ 430 S,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),430x430x110,670x580x270,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 430x430x110 diverge from filter 670x580x270
ROLLER GRILL_PZ430D,Pec na pizzu PZ 430 D,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),430x430x110,670x580x500,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 430x430x110 diverge from filter 670x580x500
ROLLER GRILL_PZ4302D,Pec na pizzu PZ 4302 D,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Rozmery (ŠxHxV),660x430x110,895x580x270,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 660x430x110 diverge from filter 895x580x270
ROLLER GRILL_PID30,Indukčná platňa PID 30,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Stolné indukčné variče,forgastro,Príkon (W),3.0 kW (3000 W),6000,TEXT_PARAM_MISMATCH,WARNING,Text states 3.0 kW (3000 W) but filter has 6000 W
ROLLER GRILL_MF120DR,Elektrická stolová fritéza MF 120 DR,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Príkon (W),4.0 kW (4000 W),12800,TEXT_PARAM_MISMATCH,WARNING,Text states 4.0 kW (4000 W) but filter has 12800 W
ROLLER GRILL_MF120DR,Elektrická stolová fritéza MF 120 DR,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Rozmery (ŠxHxV),280x250x110,720x470x350,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 280x250x110 diverge from filter 720x470x350
ROLLER GRILL_MF 120 R,Elektrická stolová fritéza MF 120 R,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Rozmery (ŠxHxV),280x250x110,350x470x350,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 280x250x110 diverge from filter 350x470x350
ROLLER GRILL_HD 800,Pultová vyhrievaná vitrína HD 800,Gastro Prevádzky a Profesionáli > Vitríny > Ohrevné vitríny,forgastro,Rozmery (ŠxHxV),665x620x410,785x675x720,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 665x620x410 diverge from filter 785x675x720
ROLLER GRILL_HD 1200,Pultová vyhrievaná vitrína HD 1200,Gastro Prevádzky a Profesionáli > Vitríny > Ohrevné vitríny,forgastro,Rozmery (ŠxHxV),1065x620x410,1185x675x720,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1065x620x410 diverge from filter 1185x675x720
ROLLER GRILL_GVD335,Sklo-keramický gril GVD 335,Gastro Prevádzky a Profesionáli > Varná technika > Grily > Sklokeramické grily,forgastro,Príkon (W),3.0 kW (3000 W),6000,TEXT_PARAM_MISMATCH,WARNING,Text states 3.0 kW (3000 W) but filter has 6000 W
ROLLER GRILL_GES20,Vaflovač GES 20,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Palacinkovače a vaflovače,forgastro,Rozmery (ŠxHxV),100x180x26,305x510x310,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 100x180x26 diverge from filter 305x510x310
ROLLER GRILL_GES10,Vaflovač GES 10,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Palacinkovače a vaflovače,forgastro,Rozmery (ŠxHxV),100x170x22,305x510x310,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 100x170x22 diverge from filter 305x510x310
ROLLER GRILL_GED20,Vaflovač GED 20,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Palacinkovače a vaflovače,forgastro,Rozmery (ŠxHxV),100x180x26,585x510x310,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 100x180x26 diverge from filter 585x510x310
ROLLER GRILL_GED10,Vaflovač GED 10,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Palacinkovače a vaflovače,forgastro,Rozmery (ŠxHxV),100x184x22,585x510x310,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 100x184x22 diverge from filter 585x510x310
ROLLER GRILL_FSC 1200,Mobilná chladiaca vitrína FSC 1200,Gastro Prevádzky a Profesionáli > Vitríny > Chladiace vitríny,forgastro,Rozmery (ŠxHxV),1150x650x665,1200x750x1400,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1150x650x665 diverge from filter 1200x750x1400
ROLLER GRILL_FD80D,Elektrická stolová fritéza FD 80 D,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Príkon (W),3.4 kW (3400 W),6800,TEXT_PARAM_MISMATCH,WARNING,Text states 3.4 kW (3400 W) but filter has 6800 W
ROLLER GRILL_FD80D,Elektrická stolová fritéza FD 80 D,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Rozmery (ŠxHxV),220x260x100,540x425x320,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 220x260x100 diverge from filter 540x425x320
ROLLER GRILL_FD80,Elektrická stolová fritéza FD 80,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Rozmery (ŠxHxV),220x260x100,280x425x320,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 220x260x100 diverge from filter 280x425x320
ROLLER GRILL_FD50D,Elektrická stolová fritéza FD 50 D,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Príkon (W),3.2 kW (3200 W),6400,TEXT_PARAM_MISMATCH,WARNING,Text states 3.2 kW (3200 W) but filter has 6400 W
ROLLER GRILL_FD50,Elektrická stolová fritéza FD 50,Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Fritézy,forgastro,Rozmery (ŠxHxV),140x260x100,215x425x320,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 140x260x100 diverge from filter 215x425x320
ROLLER GRILL_FC60TQ,Konvektická rúra FC 60 TQ,Gastro Prevádzky a Profesionáli > Varná technika > Teplovzdušné a pekárske pece,forgastro,Rozmery (ŠxHxV),470x370x350,595x610x590,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 470x370x350 diverge from filter 595x610x590
ROLLER GRILL_FC380TQ,Konvektická rúra FC 380 TQ,Gastro Prevádzky a Profesionáli > Varná technika > Teplovzdušné a pekárske pece,forgastro,Rozmery (ŠxHxV),415x350x265,550x550x355,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 415x350x265 diverge from filter 550x550x355
ROLLER GRILL_FC380,Konvektická rúra FC 380,Gastro Prevádzky a Profesionáli > Varná technika > Teplovzdušné a pekárske pece,forgastro,Rozmery (ŠxHxV),415x350x265,550x550x355,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 415x350x265 diverge from filter 550x550x355
ROLLER GRILL_FC280,Konvektická rúra FC 280,Gastro Prevádzky a Profesionáli > Varná technika > Teplovzdušné a pekárske pece,forgastro,Rozmery (ŠxHxV),320x325x265,460x550x355,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 320x325x265 diverge from filter 460x550x355
ROLLER GRILL_FC110EG,Konvektická rúra FC 110 EG,Gastro Prevádzky a Profesionáli > Varná technika > Teplovzdušné a pekárske pece,forgastro,Rozmery (ŠxHxV),670x440x350,795x755x595,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 670x440x350 diverge from filter 795x755x595
ROLLER GRILL_FC110E,Konvektická rúra FC 110 E,Gastro Prevádzky a Profesionáli > Varná technika > Teplovzdušné a pekárske pece,forgastro,Rozmery (ŠxHxV),670x440x350,795x755x595,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 670x440x350 diverge from filter 795x755x595
ROLLER GRILL_EP800,Kysiareň EP 800,Gastro Prevádzky a Profesionáli > Varná technika > Teplovzdušné a pekárske pece,forgastro,Rozmery (ŠxHxV),600x545x680,795x640x910,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 600x545x680 diverge from filter 795x640x910
ROLLER GRILL_DOUBLE PREMIUM,Kontaktný gril DOUBLE PREMIUM,"Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Kontaktné grily, Hriankovače a Salamandre",forgastro,Príkon (W),3.4 kW (3400 W),6800,TEXT_PARAM_MISMATCH,WARNING,Text states 3.4 kW (3400 W) but filter has 6800 W
ROLLER GRILL_DOUBLE PREMIUM,Kontaktný gril DOUBLE PREMIUM,"Gastro Prevádzky a Profesionáli > Stolné varné zariadenia > Kontaktné grily, Hriankovače a Salamandre",forgastro,Napätie (V),230,400,TEXT_PARAM_MISMATCH,INFO,Text mentions 230 V but filter has 400 V
P781704,Plynová pizzapec GAS XL 4,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),720x720x150,1110x1180x540,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x720x150 diverge from filter 1110x1180x540
P781522,Pizapec dvojkomorová BASIC XL12 na šírku,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),1080x720x140,1305x955x745,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1080x720x140 diverge from filter 1305x955x745
P781518,Pizzapec dvojkomorová BASIC XL18,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),1080x1080x140,1360x1315x745,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1080x1080x140 diverge from filter 1360x1315x745
P781516,Pizapec jednokomorová BASIC XL6 na šírku,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),1080x720x140,1305x955x415,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 1080x720x140 diverge from filter 1305x955x415
P781509,Pizapec jednokomorová BASIC XL9 na hĺbku,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),720x1080x140,1360x1315x415,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x1080x140 diverge from filter 1360x1315x415
P781508,Pizapec dvojkomorová BASIC XL44 (kópia),Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),720x720x140,1000x945x745,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x720x140 diverge from filter 1000x945x745
P781504,Pizapec jednokomorová BASIC XL4,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),720x720x140,1000x945x415,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 720x720x140 diverge from filter 1000x945x415
P781412,Dvojkomorová pizzapec MIDI - 2x45cm pizza - so sklom,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),620x500x120,915x690x625,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 620x500x120 diverge from filter 915x690x625
P781411,Jednokomorová pizzapec MIDI - 1x45cm pizza - so sklom,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),620x500x120,915x690x360,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 620x500x120 diverge from filter 915x690x360
P781402,Dvojkomorová pizzapec MINI - 2x34cm pizza - so sklom,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,gastromarket,Rozmery (ŠxHxV),410x360x90,615x500x430,TEXT_PARAM_MISMATCH,WARNING,Text dimensions 410x360x90 diverge from filter 615x500x430
P774140,Elektricky gyros POTIS E3,Gastro Prevádzky a Profesionáli > Varná technika > Grily > Grily na gyros a kebab,gastromarket,Napätie (V),230,400,TEXT_PARAM_MISMATCH,INFO,Text mentions 230 V but filter has 400 V
P774130,Elektricky gyros POTIS E2,Gastro Prevádzky a Profesionáli > Varná technika > Grily > Grily na gyros a kebab,gastromarket,Napätie (V),230,400,TEXT_PARAM_MISMATCH,INFO,Text mentions 230 V but filter has 400 V
P774120,Elektricky gyros POTIS E1,Gastro Prevádzky a Profesionáli > Varná technika > Grily > Grily na gyros a kebab,gastromarket,Napätie (V),230,400,TEXT_PARAM_MISMATCH,INFO,Text mentions 230 V but filter has 400 V
MORETTI FORNI_TT98G,Priebežná pec na pizzu TT 98 G,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Príkon (W),30.0 kW (30000 W),70,TEXT_PARAM_MISMATCH,WARNING,Text states 30.0 kW (30000 W) but filter has 70 W
MORETTI FORNI_TT98E,Priebežná pec na pizzu TT 98 E,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Príkon (W),8.8 kW (8800 W),21800,TEXT_PARAM_MISMATCH,WARNING,Text states 8.8 kW (8800 W) but filter has 21800 W
MORETTI FORNI_TT96E,Priebežná pec na pizzu TT 96 E,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Príkon (W),7.8 kW (7800 W),17800,TEXT_PARAM_MISMATCH,WARNING,Text states 7.8 kW (7800 W) but filter has 17800 W
MORETTI FORNI_T75G,Priebežná pec na pizzu T 75 G,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,core,Príkon (W),17.0 kW (17000 W),670,TEXT_PARAM_MISMATCH,WARNING,Text states 17.0 kW (17000 W) but filter has 670 W
MORETTI FORNI_T75E,Priebežná pec na pizzu T 75 E,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Príkon (W),8.3 kW (8300 W),16550,TEXT_PARAM_MISMATCH,WARNING,Text states 8.3 kW (8300 W) but filter has 16550 W
MORETTI FORNI_T64E,Priebežná pec na pizzu T 64 E,Gastro Prevádzky a Profesionáli > Pizza a cestoviny > Pece na pizzu,forgastro,Príkon (W),3.5 kW (3500 W),6900,TEXT_PARAM_MISMATCH,WARNING,Text states 3.5 kW (3500 W) but filter has 6900 W
